"metric","column","language","med","mean","n"
"L1I MPKI (code-read)","jekyll-8167","Ruby",18.91975,20.1951881443299,388
"L1I MPKI (code-read)","fluentd-3328","Ruby",23.7348,35.470417535545,1055
"L1I MPKI (code-read)","rubocop-13560","Ruby",14.4065,15.6726878453039,1086
"L1I MPKI (code-read)","fastlane-20958","Ruby",16.8249,18.9024577777778,405
"L1I MPKI (code-read)","preact-3763","JavaScript",19.2749,21.3136059895833,384
"L1I MPKI (code-read)","babel-15649","JavaScript",22.5703,23.3992054054054,259
"L1I MPKI (code-read)","axios-5892","JavaScript",24.48605,33.6093977777778,450
"L1I MPKI (code-read)","three.js-26589","JavaScript",15.9099,18.2365579047619,525
"L1I MPKI (code-read)","core-11870","TypeScript",21.4431,21.2147509278351,485
"L1I MPKI (code-read)","docusaurus-9897","TypeScript",22.5562,22.9492378223496,349
"L1I MPKI (code-read)","immutable-js-2006","TypeScript",13.7635,14.2089858651503,1231
"L1I MPKI (code-read)","docusaurus-10130","TypeScript",22.2181,22.0876440514469,311
"L1I stall (% cycles)","SPEC-int","SPEC-int",1.61413,3.22669571428571,14
"L1I stall (% cycles)","SPEC-fp","SPEC-fp",0.26639,3.27903333333333,12
"L1I stall (% cycles)","redis-12272","C",7.95505,9.39394502923977,342
"L1I stall (% cycles)","micropython-13039","C",6.9333,7.88423642172524,313
"L1I stall (% cycles)","redis-10068","C",6.0202,6.65084465592972,683
"L1I stall (% cycles)","jq-2598","C",5.6712,6.06428486187845,905
"L1I stall (% cycles)","json-4237","C++",4.7428,4.5939987854251,1482
"L1I stall (% cycles)","fmt-3750","C++",5.0337,5.47146020321761,1181
"L1I stall (% cycles)","fmt-3901","C++",5.1825,5.5575608040201,597
"L1I stall (% cycles)","fmt-2457","C++",4.9191,5.34536348993289,2235
"L1I stall (% cycles)","bat-2835","Rust",3.6116,4.54358107923497,1464
"L1I stall (% cycles)","ripgrep-2209","Rust",6.7811,6.56324623467601,571
"L1I stall (% cycles)","nushell-13831","Rust",5.1533,4.95609688747007,1253
"L1I stall (% cycles)","axum-1730","Rust",6.1997,6.21337460711332,1209
"L1I stall (% cycles)","gin-2121","Go",7.8759,8.59106092715232,151
"L1I stall (% cycles)","caddy-4774","Go",2.73205,4.24951760752688,1488
"L1I stall (% cycles)","prometheus-10720","Go",4.34105,5.93612381443299,970
"L1I stall (% cycles)","hugo-12579","Go",5.36415,5.62938795518207,714
"L1I stall (% cycles)","gson-1093","Java",6.8075,8.20581666666667,264
"L1I stall (% cycles)","gson-2134","Java",6.598,8.1311967032967,273
"L1I stall (% cycles)","javaparser-4538","Java",5.7965,7.17250715789474,475
"L1I stall (% cycles)","lombok-3479","Java",5.55995,6.43918282571912,1182
"L1I stall (% cycles)","framework-52684","PHP",7.90315,9.168433,200
"L1I stall (% cycles)","phpspreadsheet-3463","PHP",7.2069,8.86811485714286,350
"L1I stall (% cycles)","php-cs-fixer-8064","PHP",4.60105,6.77197394014963,802
"L1I stall (% cycles)","carbon-2752","PHP",7.3106,8.73890161725067,371
"L1I stall (% cycles)","jekyll-8167","Ruby",7.60785,7.81511881443299,388
"L1I stall (% cycles)","fluentd-3328","Ruby",8.5648,11.6168690047393,1055
"L1I stall (% cycles)","rubocop-13560","Ruby",6.37955,6.11188250460405,1086
"L1I stall (% cycles)","fastlane-20958","Ruby",6.6969,7.03385111111111,405
"L1I stall (% cycles)","preact-3763","JavaScript",8.22605,8.66723359375,384
"L1I stall (% cycles)","babel-15649","JavaScript",8.3393,8.33377451737452,259
"L1I stall (% cycles)","axios-5892","JavaScript",8.99885,11.7169382222222,450
"L1I stall (% cycles)","three.js-26589","JavaScript",6.7267,6.88412342857143,525
"L1I stall (% cycles)","core-11870","TypeScript",8.7985,8.7567787628866,485
"L1I stall (% cycles)","docusaurus-9897","TypeScript",8.228,8.57495931232092,349
"L1I stall (% cycles)","immutable-js-2006","TypeScript",6.4679,5.93026750609261,1231
"L1I stall (% cycles)","docusaurus-10130","TypeScript",7.7319,8.07094790996785,311
"L2-load MPKI","SPEC-int","SPEC-int",0.33444,0.809063571428571,14
"L2-load MPKI","SPEC-fp","SPEC-fp",0.419875,3.115345,12
"L2-load MPKI","redis-12272","C",0.5383,0.662097084548105,343
"L2-load MPKI","micropython-13039","C",0.3495,0.598549477351916,287
"L2-load MPKI","redis-10068","C",0.2421,0.435366423357664,685
"L2-load MPKI","jq-2598","C",0.2732,0.580913796909492,906
"L2-load MPKI","json-4237","C++",0.33865,0.660231401617251,1484
"L2-load MPKI","fmt-3750","C++",0.5865,0.902585944115157,1181
"L2-load MPKI","fmt-3901","C++",0.5682,0.79479229480737,597
"L2-load MPKI","fmt-2457","C++",0.45495,1.31895294906166,2238
"L2-load MPKI","bat-2835","Rust",0.6275,1.41673796169631,1462
"L2-load MPKI","ripgrep-2209","Rust",0.6176,0.965716055846422,573
"L2-load MPKI","nushell-13831","Rust",0.7492,1.31581081294396,1267
"L2-load MPKI","axum-1730","Rust",0.8699,1.07032881915772,1211
"L2-load MPKI","gin-2121","Go",0.62345,0.921811842105263,152
"L2-load MPKI","caddy-4774","Go",0.4734,1.49209926715523,1501
"L2-load MPKI","prometheus-10720","Go",0.4285,1.46081198770492,976
"L2-load MPKI","hugo-12579","Go",0.3985,0.627821914008322,721
"L2-load MPKI","gson-1093","Java",0.4222,0.760509558823529,272
"L2-load MPKI","gson-2134","Java",0.4987,0.755769597069597,273
"L2-load MPKI","javaparser-4538","Java",0.6221,0.769557023060797,477
"L2-load MPKI","lombok-3479","Java",0.5378,1.14249153976311,1182
"L2-load MPKI","framework-52684","PHP",0.7071,0.997048484848485,198
"L2-load MPKI","phpspreadsheet-3463","PHP",0.8602,1.36188338108883,349
"L2-load MPKI","php-cs-fixer-8064","PHP",0.6778,1.0470001242236,805
"L2-load MPKI","carbon-2752","PHP",0.5874,1.00836783783784,370
"L2-load MPKI","jekyll-8167","Ruby",0.6094,0.77765652173913,391
"L2-load MPKI","fluentd-3328","Ruby",0.93775,1.84368935361217,1052
"L2-load MPKI","rubocop-13560","Ruby",0.64605,1.35769214417745,1082
"L2-load MPKI","fastlane-20958","Ruby",0.7105,0.863408663366337,404
"L2-load MPKI","preact-3763","JavaScript",0.39085,0.539334375,384
"L2-load MPKI","babel-15649","JavaScript",0.5525,0.792750957854406,261
"L2-load MPKI","axios-5892","JavaScript",0.7118,1.41150930735931,462
"L2-load MPKI","three.js-26589","JavaScript",0.41785,0.847863498098859,526
"L2-load MPKI","core-11870","TypeScript",0.5152,0.637622587268994,487
"L2-load MPKI","docusaurus-9897","TypeScript",0.5089,0.747865902578797,349
"L2-load MPKI","immutable-js-2006","TypeScript",0.29655,0.529668729641694,1228
"L2-load MPKI","docusaurus-10130","TypeScript",0.46,0.686307987220447,313
"L2-load miss rate (%)","SPEC-int","SPEC-int",6.411725,10.9750321428571,14
"L2-load miss rate (%)","SPEC-fp","SPEC-fp",5.55865,14.7309658333333,12
"L2-load miss rate (%)","redis-12272","C",12.8238,15.3977516034985,343
"L2-load miss rate (%)","micropython-13039","C",8.3043,10.8528473867596,287
"L2-load miss rate (%)","redis-10068","C",6.876,8.52259868613139,685
"L2-load miss rate (%)","jq-2598","C",7.93475,9.82945938189845,906
"L2-load miss rate (%)","json-4237","C++",9.6823,13.2299394878706,1484
"L2-load miss rate (%)","fmt-3750","C++",8.9185,11.9514098221846,1181
"L2-load miss rate (%)","fmt-3901","C++",8.3587,10.6328929648241,597
"L2-load miss rate (%)","fmt-2457","C++",9.7695,14.0886602323503,2238
"L2-load miss rate (%)","bat-2835","Rust",15.6596,20.6341958276334,1462
"L2-load miss rate (%)","ripgrep-2209","Rust",13.0749,16.2457294938918,573
"L2-load miss rate (%)","nushell-13831","Rust",15.6251,20.8295765588003,1267
"L2-load miss rate (%)","axum-1730","Rust",14.8791,19.4561995045417,1211
"L2-load miss rate (%)","gin-2121","Go",16.79145,18.4714809210526,152
"L2-load miss rate (%)","caddy-4774","Go",19.0344,23.8721196535643,1501
"L2-load miss rate (%)","prometheus-10720","Go",15.0492,17.6792759221311,976
"L2-load miss rate (%)","hugo-12579","Go",12.6801,15.4388436893204,721
"L2-load miss rate (%)","gson-1093","Java",11.685,12.5863279411765,272
"L2-load miss rate (%)","gson-2134","Java",8.3621,11.8675765567766,273
"L2-load miss rate (%)","javaparser-4538","Java",8.2214,11.107070230608,477
"L2-load miss rate (%)","lombok-3479","Java",11.14955,13.7078517766497,1182
"L2-load miss rate (%)","framework-52684","PHP",15.62155,18.088445959596,198
"L2-load miss rate (%)","phpspreadsheet-3463","PHP",16.5001,18.2166498567335,349
"L2-load miss rate (%)","php-cs-fixer-8064","PHP",10.5479,15.2658609937888,805
"L2-load miss rate (%)","carbon-2752","PHP",13.8217,15.6969910810811,370
"L2-load miss rate (%)","jekyll-8167","Ruby",12.5226,15.3868887468031,391
"L2-load miss rate (%)","fluentd-3328","Ruby",17.85875,23.5460931558935,1052
"L2-load miss rate (%)","rubocop-13560","Ruby",14.00835,16.7051032347505,1082
"L2-load miss rate (%)","fastlane-20958","Ruby",14.6941,18.7267574257426,404
"L2-load miss rate (%)","preact-3763","JavaScript",8.4939,10.3734231770833,384
"L2-load miss rate (%)","babel-15649","JavaScript",9.706,14.0007245210728,261
"L2-load miss rate (%)","axios-5892","JavaScript",14.1342,17.5795404761905,462
"L2-load miss rate (%)","three.js-26589","JavaScript",10.7154,14.2462986692015,526
"L2-load miss rate (%)","core-11870","TypeScript",10.7318,11.7336478439425,487
"L2-load miss rate (%)","docusaurus-9897","TypeScript",10.9601,13.9937859598854,349
"L2-load miss rate (%)","immutable-js-2006","TypeScript",8.95145,13.3064641693811,1228
"L2-load miss rate (%)","docusaurus-10130","TypeScript",9.8832,12.2274079872204,313
"LLC MPKI","SPEC-int","SPEC-int",0.01019,0.0737985714285714,14
"LLC MPKI","SPEC-fp","SPEC-fp",0.05661,1.98606833333333,12
"LLC MPKI","redis-12272","C",0.164,0.250079300291545,343
"LLC MPKI","micropython-13039","C",0.0775,0.189942857142857,287
"LLC MPKI","redis-10068","C",0.0545,0.160223503649635,685
"LLC MPKI","jq-2598","C",0.05235,0.235711589403974,906
"LLC MPKI","json-4237","C++",0.10455,0.292430188679245,1484
"LLC MPKI","fmt-3750","C++",0.1008,0.276632091447925,1181
"LLC MPKI","fmt-3901","C++",0.1125,0.212123953098827,597
"LLC MPKI","fmt-2457","C++",0.1035,0.770202815013405,2238
"LLC MPKI","bat-2835","Rust",0.2473,0.853286525307798,1462
"LLC MPKI","ripgrep-2209","Rust",0.1876,0.475847469458988,573
"LLC MPKI","nushell-13831","Rust",0.3154,0.761906393054459,1267
"LLC MPKI","axum-1730","Rust",0.3177,0.457487283236994,1211
"LLC MPKI","gin-2121","Go",0.2143,0.353980263157895,152
"LLC MPKI","caddy-4774","Go",0.2284,0.839679680213191,1501
"LLC MPKI","prometheus-10720","Go",0.171,0.981490266393443,976
"LLC MPKI","hugo-12579","Go",0.1538,0.261611511789182,721
"LLC MPKI","gson-1093","Java",0.10965,0.260495588235294,272
"LLC MPKI","gson-2134","Java",0.0914,0.2603,273
"LLC MPKI","javaparser-4538","Java",0.1048,0.227585324947589,477
"LLC MPKI","lombok-3479","Java",0.12985,0.657183333333333,1182
"LLC MPKI","framework-52684","PHP",0.25535,0.407903535353535,198
"LLC MPKI","phpspreadsheet-3463","PHP",0.328,0.616457306590258,349
"LLC MPKI","php-cs-fixer-8064","PHP",0.1103,0.491773043478261,805
"LLC MPKI","carbon-2752","PHP",0.2624,0.526387567567568,370
"LLC MPKI","jekyll-8167","Ruby",0.1437,0.299904859335038,391
"LLC MPKI","fluentd-3328","Ruby",0.29645,1.15049809885932,1052
"LLC MPKI","rubocop-13560","Ruby",0.15675,0.824507763401109,1082
"LLC MPKI","fastlane-20958","Ruby",0.14405,0.28979900990099,404
"LLC MPKI","preact-3763","JavaScript",0.11625,0.18576015625,384
"LLC MPKI","babel-15649","JavaScript",0.1677,0.351568965517241,261
"LLC MPKI","axios-5892","JavaScript",0.1875,0.626911688311688,462
"LLC MPKI","three.js-26589","JavaScript",0.13725,0.447678707224335,526
"LLC MPKI","core-11870","TypeScript",0.1226,0.229379876796715,487
"LLC MPKI","docusaurus-9897","TypeScript",0.1571,0.339454154727794,349
"LLC MPKI","immutable-js-2006","TypeScript",0.12365,0.290079397394137,1228
"LLC MPKI","docusaurus-10130","TypeScript",0.1234,0.301651437699681,313
"LLC miss rate (%)","SPEC-int","SPEC-int",9.749215,18.0317507142857,14
"LLC miss rate (%)","SPEC-fp","SPEC-fp",25.89353,33.8402681818182,11
"LLC miss rate (%)","redis-12272","C",33.0436,35.8478348432056,287
"LLC miss rate (%)","micropython-13039","C",23.9491,27.9514871080139,287
"LLC miss rate (%)","redis-10068","C",23.2528,28.9451327007299,685
"LLC miss rate (%)","jq-2598","C",19.2899,23.7733331125828,906
"LLC miss rate (%)","json-4237","C++",40.1125,43.4765413839891,1474
"LLC miss rate (%)","fmt-3750","C++",24.9464,27.6347945808637,1181
"LLC miss rate (%)","fmt-3901","C++",25.9558,28.1730800670017,597
"LLC miss rate (%)","fmt-2457","C++",28.8276,34.30303717605,2238
"LLC miss rate (%)","bat-2835","Rust",44.3962,45.8431860465116,1462
"LLC miss rate (%)","ripgrep-2209","Rust",36.9082,39.2136395796848,571
"LLC miss rate (%)","nushell-13831","Rust",44.9605,46.9094177584846,1267
"LLC miss rate (%)","axum-1730","Rust",42.102,41.1252857968621,1211
"LLC miss rate (%)","gin-2121","Go",33.42025,35.2118039473684,152
"LLC miss rate (%)","caddy-4774","Go",44.7627,46.5393682878081,1501
"LLC miss rate (%)","prometheus-10720","Go",45.0546,46.2464202868852,976
"LLC miss rate (%)","hugo-12579","Go",40.13835,39.97501125,720
"LLC miss rate (%)","gson-1093","Java",29.295,31.2949588235294,272
"LLC miss rate (%)","gson-2134","Java",18.9755,25.6316465201465,273
"LLC miss rate (%)","javaparser-4538","Java",16.6922,25.3474708595388,477
"LLC miss rate (%)","lombok-3479","Java",31.5354,36.4407822335025,1182
"LLC miss rate (%)","framework-52684","PHP",38.7008,38.7710588832487,197
"LLC miss rate (%)","phpspreadsheet-3463","PHP",43.6542,41.5018320916905,349
"LLC miss rate (%)","php-cs-fixer-8064","PHP",31.2001,34.7425228571429,805
"LLC miss rate (%)","carbon-2752","PHP",42.7128,44.9057569105691,369
"LLC miss rate (%)","jekyll-8167","Ruby",29.4847,31.9426639386189,391
"LLC miss rate (%)","fluentd-3328","Ruby",51.9918,49.1295399239544,1052
"LLC miss rate (%)","rubocop-13560","Ruby",33.01805,37.9925423290203,1082
"LLC miss rate (%)","fastlane-20958","Ruby",27.847,30.4678754950495,404
"LLC miss rate (%)","preact-3763","JavaScript",28.8531,31.23404140625,384
"LLC miss rate (%)","babel-15649","JavaScript",34.509,38.0473559386973,261
"LLC miss rate (%)","axios-5892","JavaScript",36.35365,39.6509140692641,462
"LLC miss rate (%)","three.js-26589","JavaScript",36.4115,42.4267243346008,526
"LLC miss rate (%)","core-11870","TypeScript",26.3989,29.3288995893224,487
"LLC miss rate (%)","docusaurus-9897","TypeScript",35.3706,38.6987624641834,349
"LLC miss rate (%)","immutable-js-2006","TypeScript",48.99605,49.52230252443,1228
"LLC miss rate (%)","docusaurus-10130","TypeScript",33.5255,36.1135067092652,313
"uop-cache (DSB) MPKI","SPEC-int","SPEC-int",27.827105,38.6149457142857,14
"uop-cache (DSB) MPKI","SPEC-fp","SPEC-fp",5.55739,24.5590316666667,12
"uop-cache (DSB) MPKI","redis-12272","C",42.9303,50.8357251308901,382
"uop-cache (DSB) MPKI","micropython-13039","C",55.3751,64.6820926430518,367
"uop-cache (DSB) MPKI","redis-10068","C",44.62285,47.9631014367816,696
"uop-cache (DSB) MPKI","jq-2598","C",44.6667,42.4118455149502,903
"uop-cache (DSB) MPKI","json-4237","C++",41.6956,44.8117503708699,1483
"uop-cache (DSB) MPKI","fmt-3750","C++",39.346,44.137107106599,1182
"uop-cache (DSB) MPKI","fmt-3901","C++",43.0062,46.6557038590604,596
"uop-cache (DSB) MPKI","fmt-2457","C++",39.24975,42.4707170241287,2238
"uop-cache (DSB) MPKI","bat-2835","Rust",36.9683,37.1823291980809,1459
"uop-cache (DSB) MPKI","ripgrep-2209","Rust",48.04255,44.6109270034843,574
"uop-cache (DSB) MPKI","nushell-13831","Rust",48.37175,48.2411901107595,1264
"uop-cache (DSB) MPKI","axum-1730","Rust",52.7147,50.1892743589744,1209
"uop-cache (DSB) MPKI","gin-2121","Go",55.79345,55.2296953947368,152
"uop-cache (DSB) MPKI","caddy-4774","Go",20.1519,29.9930328218813,1499
"uop-cache (DSB) MPKI","prometheus-10720","Go",28.5247,37.420380638517,971
"uop-cache (DSB) MPKI","hugo-12579","Go",39.9574,41.2151855354659,719
"uop-cache (DSB) MPKI","gson-1093","Java",43.86275,49.3716872180451,266
"uop-cache (DSB) MPKI","gson-2134","Java",32.28435,43.2379525735294,272
"uop-cache (DSB) MPKI","javaparser-4538","Java",31.636,40.8240185263158,475
"uop-cache (DSB) MPKI","lombok-3479","Java",30.6784,37.3647184188394,1189
"uop-cache (DSB) MPKI","framework-52684","PHP",53.70265,54.3776091836735,196
"uop-cache (DSB) MPKI","phpspreadsheet-3463","PHP",54.35305,53.5617148571429,350
"uop-cache (DSB) MPKI","php-cs-fixer-8064","PHP",40.7326,44.4354501867995,803
"uop-cache (DSB) MPKI","carbon-2752","PHP",47.8039,51.3947398373984,369
"uop-cache (DSB) MPKI","jekyll-8167","Ruby",55.8456,52.6081203084833,389
"uop-cache (DSB) MPKI","fluentd-3328","Ruby",58.8459,59.1798076117983,1051
"uop-cache (DSB) MPKI","rubocop-13560","Ruby",47.5938,43.151950231696,1079
"uop-cache (DSB) MPKI","fastlane-20958","Ruby",53.6163,50.7402734491315,403
"uop-cache (DSB) MPKI","preact-3763","JavaScript",49.7894,50.4953041994751,381
"uop-cache (DSB) MPKI","babel-15649","JavaScript",54.06775,55.524491221374,262
"uop-cache (DSB) MPKI","axios-5892","JavaScript",54.4842,58.9578180803571,448
"uop-cache (DSB) MPKI","three.js-26589","JavaScript",46.2168,42.4041001904762,525
"uop-cache (DSB) MPKI","core-11870","TypeScript",50.5,48.3897288659794,485
"uop-cache (DSB) MPKI","docusaurus-9897","TypeScript",53.48335,51.038558908046,348
"uop-cache (DSB) MPKI","immutable-js-2006","TypeScript",40.751,38.3758102040816,1225
"uop-cache (DSB) MPKI","docusaurus-10130","TypeScript",53.9429,52.7316073717949,312
