family,subgroup,workload,metric,value,windows,runs
spec26,SPEC-fp,767.nest_r,BTB MPKI (BAClears),0.0027704,22,1
spec26,SPEC-fp,767.nest_r,uop-cache (DSB) MPKI,0.852413,22,1
spec26,SPEC-fp,767.nest_r,DSB coverage (%),99.4115,22,1
spec26,SPEC-fp,767.nest_r,L1I MPKI (code-read),0.149657,22,1
spec26,SPEC-fp,767.nest_r,L1I stall (% cycles),0.151711,22,1
spec26,SPEC-fp,767.nest_r,L1D-load MPKI,7.5813,22,1
spec26,SPEC-fp,767.nest_r,L2-load MPKI,4.79212,22,1
spec26,SPEC-fp,767.nest_r,LLC MPKI,0.296985,22,1
spec26,SPEC-fp,767.nest_r,L1D miss rate (%),2.4394,22,1
spec26,SPEC-fp,767.nest_r,L2-load miss rate (%),63.2097,22,1
spec26,SPEC-fp,767.nest_r,LLC miss rate (%),6.19736,22,1
spec26,SPEC-fp,767.nest_r,DRAM read (GB/s),4.60598,23,1
spec26,SPEC-fp,767.nest_r,Context switches (/CPU-s),4.48175,22,1
spec26,SPEC-fp,772.marian_r,IPC,2.57576,310,1
spec26,SPEC-fp,772.marian_r,Branch MPKI,0.205264,39,1
spec26,SPEC-fp,772.marian_r,Branch-direction MPKI,0.199045,39,1
spec26,SPEC-fp,772.marian_r,BTB MPKI (BAClears),0.386858,39,1
spec26,SPEC-fp,772.marian_r,uop-cache (DSB) MPKI,4.57581,39,1
spec26,SPEC-fp,772.marian_r,DSB coverage (%),93.7385,39,1
spec26,SPEC-fp,772.marian_r,L1I MPKI (code-read),0.0996735,39,1
spec26,SPEC-fp,772.marian_r,L1I stall (% cycles),0.334899,39,1
spec26,SPEC-fp,772.marian_r,L1D-load MPKI,34.6073,39,1
spec26,SPEC-fp,772.marian_r,L2-load MPKI,8.37441,39,1
spec26,SPEC-fp,772.marian_r,LLC MPKI,0.105163,39,1
spec26,SPEC-fp,772.marian_r,L1D miss rate (%),13.3861,39,1
spec26,SPEC-fp,772.marian_r,L2-load miss rate (%),24.1984,39,1
spec26,SPEC-fp,772.marian_r,LLC miss rate (%),1.25577,39,1
spec26,SPEC-fp,772.marian_r,DRAM read (GB/s),9.84193,38,1
spec26,SPEC-fp,772.marian_r,Context switches (/CPU-s),5.96535,38,1
spec26,SPEC-int,777.zstd_r,IPC,2.8233,119,1
spec26,SPEC-int,777.zstd_r,Branch MPKI,3.27783,15,1
spec26,SPEC-int,777.zstd_r,Branch-direction MPKI,3.01724,15,1
spec26,SPEC-int,777.zstd_r,BTB MPKI (BAClears),0.00306449,15,1
spec26,SPEC-int,777.zstd_r,uop-cache (DSB) MPKI,1.27442,15,1
spec26,SPEC-int,777.zstd_r,DSB coverage (%),98.8939,15,1
spec26,SPEC-int,777.zstd_r,L1I MPKI (code-read),0.112514,15,1
spec26,SPEC-int,777.zstd_r,L1I stall (% cycles),0.353357,15,1
spec26,SPEC-int,777.zstd_r,L1D-load MPKI,11.6189,14,1
spec26,SPEC-int,777.zstd_r,L2-load MPKI,0.475778,14,1
spec26,SPEC-int,777.zstd_r,LLC MPKI,0.0257221,14,1
spec26,SPEC-int,777.zstd_r,L1D miss rate (%),3.91508,14,1
spec26,SPEC-int,777.zstd_r,L2-load miss rate (%),4.09487,14,1
spec26,SPEC-int,777.zstd_r,LLC miss rate (%),5.40633,14,1
spec26,SPEC-int,777.zstd_r,DRAM read (GB/s),0.914198,15,1
spec26,SPEC-int,777.zstd_r,Context switches (/CPU-s),4.92819,14,1
spec26,SPEC-fp,782.lbm_r,IPC,2.79781,1068,1
spec26,SPEC-fp,782.lbm_r,Branch MPKI,0.0191466,133,1
spec26,SPEC-fp,782.lbm_r,Branch-direction MPKI,0.0199547,134,1
spec26,SPEC-fp,782.lbm_r,BTB MPKI (BAClears),0.000500955,134,1
spec26,SPEC-fp,782.lbm_r,uop-cache (DSB) MPKI,0.250673,134,1
spec26,SPEC-fp,782.lbm_r,DSB coverage (%),99.7347,133,1
spec26,SPEC-fp,782.lbm_r,L1I MPKI (code-read),0.0310977,134,1
spec26,SPEC-fp,782.lbm_r,L1I stall (% cycles),0.27096,134,1
spec26,SPEC-fp,782.lbm_r,L1D-load MPKI,0.526455,133,1
spec26,SPEC-fp,782.lbm_r,L2-load MPKI,0.0277787,133,1
spec26,SPEC-fp,782.lbm_r,LLC MPKI,0.0133795,133,1
spec26,SPEC-fp,782.lbm_r,L1D miss rate (%),0.340683,133,1
spec26,SPEC-fp,782.lbm_r,L2-load miss rate (%),5.27656,133,1
spec26,SPEC-fp,782.lbm_r,LLC miss rate (%),48.1647,133,1
spec26,SPEC-fp,782.lbm_r,DRAM read (GB/s),4.29953,134,1
spec26,SPEC-fp,782.lbm_r,Context switches (/CPU-s),3.54197,133,1
agentic36,C,redis-12272,IPC,1.80731,4744,9
agentic36,C,redis-12272,Branch MPKI,5.53617,591,9
agentic36,C,redis-12272,Branch-direction MPKI,5.14805,626,9
agentic36,C,redis-12272,BTB MPKI (BAClears),0.954065,626,9
agentic36,C,redis-12272,uop-cache (DSB) MPKI,42.7346,626,9
agentic36,C,redis-12272,DSB coverage (%),69.952,583,9
agentic36,C,redis-12272,L1I MPKI (code-read),14.2472,585,9
agentic36,C,redis-12272,L1I stall (% cycles),5.87813,585,9
agentic36,C,redis-12272,L1D-load MPKI,4.82712,587,9
agentic36,C,redis-12272,L2-load MPKI,0.339041,587,9
agentic36,C,redis-12272,LLC MPKI,0.143001,587,9
agentic36,C,redis-12272,L1D miss rate (%),1.83873,587,9
agentic36,C,redis-12272,L2-load miss rate (%),7.02367,587,9
agentic36,C,redis-12272,LLC miss rate (%),42.178,587,9
agentic36,C,redis-12272,DRAM read (GB/s),0.537236,593,9
agentic36,C,redis-12272,Context switches (/CPU-s),3263.61,598,9
agentic36,C,micropython-13039,IPC,1.82915,2530,9
agentic36,C,micropython-13039,Branch MPKI,4.7532,295,9
agentic36,C,micropython-13039,Branch-direction MPKI,4.20441,400,9
agentic36,C,micropython-13039,BTB MPKI (BAClears),1.05891,400,9
agentic36,C,micropython-13039,uop-cache (DSB) MPKI,47.3755,400,9
agentic36,C,micropython-13039,DSB coverage (%),63.4571,289,9
agentic36,C,micropython-13039,L1I MPKI (code-read),17.1141,318,9
agentic36,C,micropython-13039,L1I stall (% cycles),6.48264,318,9
agentic36,C,micropython-13039,L1D-load MPKI,4.7282,289,9
agentic36,C,micropython-13039,L2-load MPKI,0.368632,289,9
agentic36,C,micropython-13039,LLC MPKI,0.0857514,289,9
agentic36,C,micropython-13039,L1D miss rate (%),1.8567,289,9
agentic36,C,micropython-13039,L2-load miss rate (%),7.79644,289,9
agentic36,C,micropython-13039,LLC miss rate (%),23.2621,289,9
agentic36,C,micropython-13039,DRAM read (GB/s),0.42279,344,9
agentic36,C,micropython-13039,Context switches (/CPU-s),1953.61,361,9
agentic36,C,redis-10068,IPC,2.23351,6152,9
agentic36,C,redis-10068,Branch MPKI,2.85793,820,9
agentic36,C,redis-10068,Branch-direction MPKI,2.61464,759,9
agentic36,C,redis-10068,BTB MPKI (BAClears),0.51566,759,9
agentic36,C,redis-10068,uop-cache (DSB) MPKI,41.8247,759,9
agentic36,C,redis-10068,DSB coverage (%),69.7181,772,9
agentic36,C,redis-10068,L1I MPKI (code-read),11.088,747,9
agentic36,C,redis-10068,L1I stall (% cycles),5.35711,747,9
agentic36,C,redis-10068,L1D-load MPKI,12.7406,748,9
agentic36,C,redis-10068,L2-load MPKI,0.216151,748,9
agentic36,C,redis-10068,LLC MPKI,0.0524806,748,9
agentic36,C,redis-10068,L1D miss rate (%),4.93457,748,9
agentic36,C,redis-10068,L2-load miss rate (%),1.69655,748,9
agentic36,C,redis-10068,LLC miss rate (%),24.2796,748,9
agentic36,C,redis-10068,DRAM read (GB/s),0.341454,771,9
agentic36,C,redis-10068,Context switches (/CPU-s),3605.79,775,9
agentic36,C,jq-2598,IPC,2.02584,7312,9
agentic36,C,jq-2598,Branch MPKI,4.093,924,9
agentic36,C,jq-2598,Branch-direction MPKI,3.7991,907,9
agentic36,C,jq-2598,BTB MPKI (BAClears),0.74474,907,9
agentic36,C,jq-2598,uop-cache (DSB) MPKI,37.4802,907,9
agentic36,C,jq-2598,DSB coverage (%),71.7706,909,9
agentic36,C,jq-2598,L1I MPKI (code-read),11.4681,908,9
agentic36,C,jq-2598,L1I stall (% cycles),5.22692,908,9
agentic36,C,jq-2598,L1D-load MPKI,4.2478,909,9
agentic36,C,jq-2598,L2-load MPKI,0.3549,909,9
agentic36,C,jq-2598,LLC MPKI,0.0932216,909,9
agentic36,C,jq-2598,L1D miss rate (%),1.68844,909,9
agentic36,C,jq-2598,L2-load miss rate (%),8.35489,909,9
agentic36,C,jq-2598,LLC miss rate (%),26.2671,909,9
agentic36,C,jq-2598,DRAM read (GB/s),0.689808,922,9
agentic36,C,jq-2598,Context switches (/CPU-s),654.736,920,9
agentic36,C++,json-4237,IPC,2.40199,12039,9
agentic36,C++,json-4237,Branch MPKI,1.69851,1515,9
agentic36,C++,json-4237,Branch-direction MPKI,1.54265,1498,9
agentic36,C++,json-4237,BTB MPKI (BAClears),0.381173,1498,9
agentic36,C++,json-4237,uop-cache (DSB) MPKI,41.7505,1498,9
agentic36,C++,json-4237,DSB coverage (%),70.9709,1498,9
agentic36,C++,json-4237,L1I MPKI (code-read),10.1942,1496,9
agentic36,C++,json-4237,L1I stall (% cycles),4.0532,1496,9
agentic36,C++,json-4237,L1D-load MPKI,2.40462,1498,9
agentic36,C++,json-4237,L2-load MPKI,0.332963,1498,9
agentic36,C++,json-4237,LLC MPKI,0.152536,1498,9
agentic36,C++,json-4237,L1D miss rate (%),0.84542,1498,9
agentic36,C++,json-4237,L2-load miss rate (%),13.8468,1498,9
agentic36,C++,json-4237,LLC miss rate (%),45.8118,1498,9
agentic36,C++,json-4237,DRAM read (GB/s),1.98709,1517,9
agentic36,C++,json-4237,Context switches (/CPU-s),76.6531,1520,9
agentic36,C++,fmt-3750,IPC,1.87502,9556,9
agentic36,C++,fmt-3750,Branch MPKI,4.49017,1201,9
agentic36,C++,fmt-3750,Branch-direction MPKI,4.21508,1189,9
agentic36,C++,fmt-3750,BTB MPKI (BAClears),0.655481,1189,9
agentic36,C++,fmt-3750,uop-cache (DSB) MPKI,44.7915,1189,9
agentic36,C++,fmt-3750,DSB coverage (%),67.8789,1189,9
agentic36,C++,fmt-3750,L1I MPKI (code-read),14.4177,1188,9
agentic36,C++,fmt-3750,L1I stall (% cycles),4.99033,1188,9
agentic36,C++,fmt-3750,L1D-load MPKI,6.95234,1188,9
agentic36,C++,fmt-3750,L2-load MPKI,0.660337,1188,9
agentic36,C++,fmt-3750,LLC MPKI,0.189861,1188,9
agentic36,C++,fmt-3750,L1D miss rate (%),2.65121,1188,9
agentic36,C++,fmt-3750,L2-load miss rate (%),9.49805,1188,9
agentic36,C++,fmt-3750,LLC miss rate (%),28.7522,1188,9
agentic36,C++,fmt-3750,DRAM read (GB/s),1.785,1204,9
agentic36,C++,fmt-3750,Context switches (/CPU-s),71.3557,1207,9
agentic36,C++,fmt-3901,IPC,1.82509,4852,9
agentic36,C++,fmt-3901,Branch MPKI,4.85927,611,9
agentic36,C++,fmt-3901,Branch-direction MPKI,4.55085,602,9
agentic36,C++,fmt-3901,BTB MPKI (BAClears),0.689973,602,9
agentic36,C++,fmt-3901,uop-cache (DSB) MPKI,48.0074,602,9
agentic36,C++,fmt-3901,DSB coverage (%),66.1293,604,9
agentic36,C++,fmt-3901,L1I MPKI (code-read),15.754,603,9
agentic36,C++,fmt-3901,L1I stall (% cycles),5.17655,603,9
agentic36,C++,fmt-3901,L1D-load MPKI,6.95075,604,9
agentic36,C++,fmt-3901,L2-load MPKI,0.578763,604,9
agentic36,C++,fmt-3901,LLC MPKI,0.187542,604,9
agentic36,C++,fmt-3901,L1D miss rate (%),2.62538,604,9
agentic36,C++,fmt-3901,L2-load miss rate (%),8.32663,604,9
agentic36,C++,fmt-3901,LLC miss rate (%),32.404,604,9
agentic36,C++,fmt-3901,DRAM read (GB/s),2.40736,612,9
agentic36,C++,fmt-3901,Context switches (/CPU-s),38.386,612,9
agentic36,C++,fmt-2457,IPC,2.09051,18057,9
agentic36,C++,fmt-2457,Branch MPKI,3.45367,2272,9
agentic36,C++,fmt-2457,Branch-direction MPKI,3.18207,2245,9
agentic36,C++,fmt-2457,BTB MPKI (BAClears),0.545251,2245,9
agentic36,C++,fmt-2457,uop-cache (DSB) MPKI,35.882,2245,9
agentic36,C++,fmt-2457,DSB coverage (%),71.3821,2245,9
agentic36,C++,fmt-2457,L1I MPKI (code-read),11.4298,2244,9
agentic36,C++,fmt-2457,L1I stall (% cycles),4.59814,2244,9
agentic36,C++,fmt-2457,L1D-load MPKI,5.12553,2245,9
agentic36,C++,fmt-2457,L2-load MPKI,0.666616,2245,9
agentic36,C++,fmt-2457,LLC MPKI,0.276934,2245,9
agentic36,C++,fmt-2457,L1D miss rate (%),2.15219,2245,9
agentic36,C++,fmt-2457,L2-load miss rate (%),13.0058,2245,9
agentic36,C++,fmt-2457,LLC miss rate (%),41.5432,2245,9
agentic36,C++,fmt-2457,DRAM read (GB/s),0.993309,2277,9
agentic36,C++,fmt-2457,Context switches (/CPU-s),118.883,2288,9
agentic36,Rust,bat-2835,IPC,2.11,11796,9
agentic36,Rust,bat-2835,Branch MPKI,2.40526,1485,9
agentic36,Rust,bat-2835,Branch-direction MPKI,2.14709,1464,9
agentic36,Rust,bat-2835,BTB MPKI (BAClears),0.472311,1464,9
agentic36,Rust,bat-2835,uop-cache (DSB) MPKI,33.9955,1464,9
agentic36,Rust,bat-2835,DSB coverage (%),70.3849,1468,9
agentic36,Rust,bat-2835,L1I MPKI (code-read),11.2337,1467,9
agentic36,Rust,bat-2835,L1I stall (% cycles),4.56244,1467,9
agentic36,Rust,bat-2835,L1D-load MPKI,3.12289,1466,9
agentic36,Rust,bat-2835,L2-load MPKI,0.586092,1466,9
agentic36,Rust,bat-2835,LLC MPKI,0.296848,1466,9
agentic36,Rust,bat-2835,L1D miss rate (%),1.27582,1466,9
agentic36,Rust,bat-2835,L2-load miss rate (%),18.7676,1466,9
agentic36,Rust,bat-2835,LLC miss rate (%),50.6487,1466,9
agentic36,Rust,bat-2835,DRAM read (GB/s),2.02006,1486,9
agentic36,Rust,bat-2835,Context switches (/CPU-s),461.799,1494,9
agentic36,Rust,ripgrep-2209,IPC,1.97845,4646,9
agentic36,Rust,ripgrep-2209,Branch MPKI,2.97085,589,9
agentic36,Rust,ripgrep-2209,Branch-direction MPKI,2.55954,577,9
agentic36,Rust,ripgrep-2209,BTB MPKI (BAClears),0.825683,577,9
agentic36,Rust,ripgrep-2209,uop-cache (DSB) MPKI,42.0606,577,9
agentic36,Rust,ripgrep-2209,DSB coverage (%),65.2825,577,9
agentic36,Rust,ripgrep-2209,L1I MPKI (code-read),14.4464,576,9
agentic36,Rust,ripgrep-2209,L1I stall (% cycles),6.11436,576,9
agentic36,Rust,ripgrep-2209,L1D-load MPKI,3.46483,578,9
agentic36,Rust,ripgrep-2209,L2-load MPKI,0.50433,578,9
agentic36,Rust,ripgrep-2209,LLC MPKI,0.202534,578,9
agentic36,Rust,ripgrep-2209,L1D miss rate (%),1.42244,578,9
agentic36,Rust,ripgrep-2209,L2-load miss rate (%),14.5557,578,9
agentic36,Rust,ripgrep-2209,LLC miss rate (%),40.1591,578,9
agentic36,Rust,ripgrep-2209,DRAM read (GB/s),1.47541,585,9
agentic36,Rust,ripgrep-2209,Context switches (/CPU-s),1030.88,584,9
agentic36,Rust,nushell-13831,IPC,1.61687,10159,9
agentic36,Rust,nushell-13831,Branch MPKI,4.35738,1282,9
agentic36,Rust,nushell-13831,Branch-direction MPKI,3.95347,1271,9
agentic36,Rust,nushell-13831,BTB MPKI (BAClears),0.626414,1271,9
agentic36,Rust,nushell-13831,uop-cache (DSB) MPKI,50.6093,1271,9
agentic36,Rust,nushell-13831,DSB coverage (%),57.3019,1256,9
agentic36,Rust,nushell-13831,L1I MPKI (code-read),18.1798,1260,9
agentic36,Rust,nushell-13831,L1I stall (% cycles),5.58932,1260,9
agentic36,Rust,nushell-13831,L1D-load MPKI,5.64656,1273,9
agentic36,Rust,nushell-13831,L2-load MPKI,0.826987,1273,9
agentic36,Rust,nushell-13831,LLC MPKI,0.416931,1273,9
agentic36,Rust,nushell-13831,L1D miss rate (%),2.28513,1273,9
agentic36,Rust,nushell-13831,L2-load miss rate (%),14.6459,1273,9
agentic36,Rust,nushell-13831,LLC miss rate (%),50.4157,1273,9
agentic36,Rust,nushell-13831,DRAM read (GB/s),2.97532,1269,9
agentic36,Rust,nushell-13831,Context switches (/CPU-s),251.524,1273,9
agentic36,Rust,axum-1730,IPC,1.60415,9772,9
agentic36,Rust,axum-1730,Branch MPKI,3.66866,1223,9
agentic36,Rust,axum-1730,Branch-direction MPKI,3.19414,1216,9
agentic36,Rust,axum-1730,BTB MPKI (BAClears),0.533134,1216,9
agentic36,Rust,axum-1730,uop-cache (DSB) MPKI,46.6008,1216,9
agentic36,Rust,axum-1730,DSB coverage (%),57.5583,1215,9
agentic36,Rust,axum-1730,L1I MPKI (code-read),17.3215,1212,9
agentic36,Rust,axum-1730,L1I stall (% cycles),5.17474,1212,9
agentic36,Rust,axum-1730,L1D-load MPKI,5.18766,1214,9
agentic36,Rust,axum-1730,L2-load MPKI,0.979619,1214,9
agentic36,Rust,axum-1730,LLC MPKI,0.489503,1214,9
agentic36,Rust,axum-1730,L1D miss rate (%),2.14169,1214,9
agentic36,Rust,axum-1730,L2-load miss rate (%),18.8836,1214,9
agentic36,Rust,axum-1730,LLC miss rate (%),49.9687,1214,9
agentic36,Rust,axum-1730,DRAM read (GB/s),3.85771,1243,9
agentic36,Rust,axum-1730,Context switches (/CPU-s),228.118,1241,9
agentic36,Go,gin-2121,IPC,1.80838,1249,9
agentic36,Go,gin-2121,Branch MPKI,3.45687,159,9
agentic36,Go,gin-2121,Branch-direction MPKI,3.29821,154,9
agentic36,Go,gin-2121,BTB MPKI (BAClears),0.880547,154,9
agentic36,Go,gin-2121,uop-cache (DSB) MPKI,36.2468,154,9
agentic36,Go,gin-2121,DSB coverage (%),75.5957,157,9
agentic36,Go,gin-2121,L1I MPKI (code-read),12.3613,154,9
agentic36,Go,gin-2121,L1I stall (% cycles),4.96962,154,9
agentic36,Go,gin-2121,L1D-load MPKI,3.05082,155,9
agentic36,Go,gin-2121,L2-load MPKI,0.472257,155,9
agentic36,Go,gin-2121,LLC MPKI,0.152148,155,9
agentic36,Go,gin-2121,L1D miss rate (%),1.17942,155,9
agentic36,Go,gin-2121,L2-load miss rate (%),15.4797,155,9
agentic36,Go,gin-2121,LLC miss rate (%),32.2171,155,9
agentic36,Go,gin-2121,DRAM read (GB/s),1.3829,157,9
agentic36,Go,gin-2121,Context switches (/CPU-s),3931.74,157,9
agentic36,Go,caddy-4774,IPC,2.13882,13281,9
agentic36,Go,caddy-4774,Branch MPKI,2.04598,1668,9
agentic36,Go,caddy-4774,Branch-direction MPKI,1.95737,1653,9
agentic36,Go,caddy-4774,BTB MPKI (BAClears),0.29368,1653,9
agentic36,Go,caddy-4774,uop-cache (DSB) MPKI,23.9913,1653,9
agentic36,Go,caddy-4774,DSB coverage (%),81.4115,1652,9
agentic36,Go,caddy-4774,L1I MPKI (code-read),6.89377,1647,9
agentic36,Go,caddy-4774,L1I stall (% cycles),2.71071,1647,9
agentic36,Go,caddy-4774,L1D-load MPKI,2.86259,1657,9
agentic36,Go,caddy-4774,L2-load MPKI,0.816524,1657,9
agentic36,Go,caddy-4774,LLC MPKI,0.276083,1657,9
agentic36,Go,caddy-4774,L1D miss rate (%),1.26676,1657,9
agentic36,Go,caddy-4774,L2-load miss rate (%),28.524,1657,9
agentic36,Go,caddy-4774,LLC miss rate (%),33.812,1657,9
agentic36,Go,caddy-4774,DRAM read (GB/s),2.33276,1674,9
agentic36,Go,caddy-4774,Context switches (/CPU-s),2904.1,1678,9
agentic36,Go,prometheus-10720,IPC,1.93603,7837,9
agentic36,Go,prometheus-10720,Branch MPKI,3.44726,989,9
agentic36,Go,prometheus-10720,Branch-direction MPKI,3.24457,975,9
agentic36,Go,prometheus-10720,BTB MPKI (BAClears),0.890343,975,9
agentic36,Go,prometheus-10720,uop-cache (DSB) MPKI,33.55,975,9
agentic36,Go,prometheus-10720,DSB coverage (%),76.5904,972,9
agentic36,Go,prometheus-10720,L1I MPKI (code-read),10.5126,973,9
agentic36,Go,prometheus-10720,L1I stall (% cycles),4.74785,973,9
agentic36,Go,prometheus-10720,L1D-load MPKI,3.30628,980,9
agentic36,Go,prometheus-10720,L2-load MPKI,0.488513,980,9
agentic36,Go,prometheus-10720,LLC MPKI,0.261484,980,9
agentic36,Go,prometheus-10720,L1D miss rate (%),1.31589,980,9
agentic36,Go,prometheus-10720,L2-load miss rate (%),14.7753,980,9
agentic36,Go,prometheus-10720,LLC miss rate (%),53.5266,980,9
agentic36,Go,prometheus-10720,DRAM read (GB/s),2.42811,989,9
agentic36,Go,prometheus-10720,Context switches (/CPU-s),2755.34,986,9
agentic36,Go,hugo-12579,IPC,1.82831,5789,9
agentic36,Go,hugo-12579,Branch MPKI,4.23249,734,9
agentic36,Go,hugo-12579,Branch-direction MPKI,4.01464,722,9
agentic36,Go,hugo-12579,BTB MPKI (BAClears),1.15902,722,9
agentic36,Go,hugo-12579,uop-cache (DSB) MPKI,39.473,722,9
agentic36,Go,hugo-12579,DSB coverage (%),74.1231,717,9
agentic36,Go,hugo-12579,L1I MPKI (code-read),12.5492,717,9
agentic36,Go,hugo-12579,L1I stall (% cycles),5.28766,717,9
agentic36,Go,hugo-12579,L1D-load MPKI,3.25577,725,9
agentic36,Go,hugo-12579,L2-load MPKI,0.402484,725,9
agentic36,Go,hugo-12579,LLC MPKI,0.171162,725,9
agentic36,Go,hugo-12579,L1D miss rate (%),1.27459,725,9
agentic36,Go,hugo-12579,L2-load miss rate (%),12.3622,725,9
agentic36,Go,hugo-12579,LLC miss rate (%),42.5263,725,9
agentic36,Go,hugo-12579,DRAM read (GB/s),3.19726,723,9
agentic36,Go,hugo-12579,Context switches (/CPU-s),3147.6,734,9
agentic36,Java,gson-1093,IPC,1.79524,2162,9
agentic36,Java,gson-1093,Branch MPKI,5.03789,273,9
agentic36,Java,gson-1093,Branch-direction MPKI,3.65357,270,9
agentic36,Java,gson-1093,BTB MPKI (BAClears),0.760957,270,9
agentic36,Java,gson-1093,uop-cache (DSB) MPKI,35.2287,270,9
agentic36,Java,gson-1093,DSB coverage (%),76.4679,270,9
agentic36,Java,gson-1093,L1I MPKI (code-read),13.0401,268,9
agentic36,Java,gson-1093,L1I stall (% cycles),5.97418,268,9
agentic36,Java,gson-1093,L1D-load MPKI,6.57492,273,9
agentic36,Java,gson-1093,L2-load MPKI,0.457066,273,9
agentic36,Java,gson-1093,LLC MPKI,0.0844747,273,9
agentic36,Java,gson-1093,L1D miss rate (%),2.30103,273,9
agentic36,Java,gson-1093,L2-load miss rate (%),6.95166,273,9
agentic36,Java,gson-1093,LLC miss rate (%),18.4819,273,9
agentic36,Java,gson-1093,DRAM read (GB/s),1.1128,271,9
agentic36,Java,gson-1093,Context switches (/CPU-s),1096.13,274,9
agentic36,Java,gson-2134,IPC,1.80702,2217,9
agentic36,Java,gson-2134,Branch MPKI,5.26833,278,9
agentic36,Java,gson-2134,Branch-direction MPKI,4.09766,275,9
agentic36,Java,gson-2134,BTB MPKI (BAClears),0.80337,275,9
agentic36,Java,gson-2134,uop-cache (DSB) MPKI,28.2172,275,9
agentic36,Java,gson-2134,DSB coverage (%),80.8282,276,9
agentic36,Java,gson-2134,L1I MPKI (code-read),10.747,277,9
agentic36,Java,gson-2134,L1I stall (% cycles),5.80899,277,9
agentic36,Java,gson-2134,L1D-load MPKI,6.76018,276,9
agentic36,Java,gson-2134,L2-load MPKI,0.468992,276,9
agentic36,Java,gson-2134,LLC MPKI,0.0678504,276,9
agentic36,Java,gson-2134,L1D miss rate (%),2.22878,276,9
agentic36,Java,gson-2134,L2-load miss rate (%),6.93756,276,9
agentic36,Java,gson-2134,LLC miss rate (%),14.4673,276,9
agentic36,Java,gson-2134,DRAM read (GB/s),1.99649,279,9
agentic36,Java,gson-2134,Context switches (/CPU-s),1260.44,279,9
agentic36,Java,javaparser-4538,IPC,1.88035,3851,9
agentic36,Java,javaparser-4538,Branch MPKI,4.50454,486,9
agentic36,Java,javaparser-4538,Branch-direction MPKI,3.52905,478,9
agentic36,Java,javaparser-4538,BTB MPKI (BAClears),0.586794,478,9
agentic36,Java,javaparser-4538,uop-cache (DSB) MPKI,29.4143,478,9
agentic36,Java,javaparser-4538,DSB coverage (%),81.0115,480,9
agentic36,Java,javaparser-4538,L1I MPKI (code-read),11.0178,478,9
agentic36,Java,javaparser-4538,L1I stall (% cycles),5.28371,478,9
agentic36,Java,javaparser-4538,L1D-load MPKI,8.82217,480,9
agentic36,Java,javaparser-4538,L2-load MPKI,0.636075,480,9
agentic36,Java,javaparser-4538,LLC MPKI,0.0966581,480,9
agentic36,Java,javaparser-4538,L1D miss rate (%),2.98629,480,9
agentic36,Java,javaparser-4538,L2-load miss rate (%),7.20997,480,9
agentic36,Java,javaparser-4538,LLC miss rate (%),15.196,480,9
agentic36,Java,javaparser-4538,DRAM read (GB/s),3.91521,484,9
agentic36,Java,javaparser-4538,Context switches (/CPU-s),709.815,485,9
agentic36,Java,lombok-3479,IPC,1.87734,9653,9
agentic36,Java,lombok-3479,Branch MPKI,4.49932,1212,9
agentic36,Java,lombok-3479,Branch-direction MPKI,3.53176,1206,9
agentic36,Java,lombok-3479,BTB MPKI (BAClears),0.576626,1206,9
agentic36,Java,lombok-3479,uop-cache (DSB) MPKI,28.9406,1206,9
agentic36,Java,lombok-3479,DSB coverage (%),80.0239,1199,9
agentic36,Java,lombok-3479,L1I MPKI (code-read),9.96396,1199,9
agentic36,Java,lombok-3479,L1I stall (% cycles),5.11982,1199,9
agentic36,Java,lombok-3479,L1D-load MPKI,7.05829,1201,9
agentic36,Java,lombok-3479,L2-load MPKI,0.585322,1201,9
agentic36,Java,lombok-3479,LLC MPKI,0.177066,1201,9
agentic36,Java,lombok-3479,L1D miss rate (%),2.54208,1201,9
agentic36,Java,lombok-3479,L2-load miss rate (%),8.29268,1201,9
agentic36,Java,lombok-3479,LLC miss rate (%),30.251,1201,9
agentic36,Java,lombok-3479,DRAM read (GB/s),2.17584,1214,9
agentic36,Java,lombok-3479,Context switches (/CPU-s),734.161,1220,9
agentic36,PHP,framework-52684,IPC,1.93654,1619,9
agentic36,PHP,framework-52684,Branch MPKI,4.13658,201,9
agentic36,PHP,framework-52684,Branch-direction MPKI,3.59522,198,9
agentic36,PHP,framework-52684,BTB MPKI (BAClears),0.574834,198,9
agentic36,PHP,framework-52684,uop-cache (DSB) MPKI,37.9262,198,9
agentic36,PHP,framework-52684,DSB coverage (%),72.2442,206,9
agentic36,PHP,framework-52684,L1I MPKI (code-read),12.2306,204,9
agentic36,PHP,framework-52684,L1I stall (% cycles),5.72181,204,9
agentic36,PHP,framework-52684,L1D-load MPKI,2.99807,202,9
agentic36,PHP,framework-52684,L2-load MPKI,0.556621,202,9
agentic36,PHP,framework-52684,LLC MPKI,0.191288,202,9
agentic36,PHP,framework-52684,L1D miss rate (%),1.28376,202,9
agentic36,PHP,framework-52684,L2-load miss rate (%),18.566,202,9
agentic36,PHP,framework-52684,LLC miss rate (%),34.366,202,9
agentic36,PHP,framework-52684,DRAM read (GB/s),0.317673,201,9
agentic36,PHP,framework-52684,Context switches (/CPU-s),846.902,201,9
agentic36,PHP,phpspreadsheet-3463,IPC,1.84578,2840,9
agentic36,PHP,phpspreadsheet-3463,Branch MPKI,4.00758,354,9
